Filename,Table name [should match with redivis],Description,URL,Reference,DOI,Original License,Public Reshare?,Derived License,Notes,Contributor,Date
CPDMMC_Kunnari_2020_PDP,cpdmmc_kunnari_2020_pdp,process dissociation (PDP) procedure,https://osf.io/vmy4q/,"Kunnari, A., Sundvall, J. R., & Laakasuo, M. (2020). Challenges in process dissociation measures for moral cognition. Frontiers in Psychology, 11, 559934.",10.3389/fpsyg.2020.559934,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur 9-23-2024,9-23-2024
Thiyagarajan, Arulmani, 2022, ""Replication Data for: Psychometric properties of the 21-item Depression, Anxiety, and Stress Scale (DASS-21) among Malaysians during COVID-19: a methodological study"", https://doi.org/10.7910/DVN/AJVLN6, Harvard Dataverse, V1",10.7910/DVN/AJVLN6,CC0 1.0,Public,CC0 1.0,,bd,9-24-2024
Schoen, R. C., Bray, W., Wolfe, C., Tazaz, A. M., & Nielsen, L. (2017). Developing an assessment instrument to measure early elementary teachers’ mathematical knowledge for teaching. The Elementary School Journal, 118(1), 55–81. https://doi.org/10.1086/692912",10.1086/692912,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,savira,9-24-2024
VEI_Brazillian_Shiramizu_2018_EI,vei_brazillian_shiramizu_2018_ei,Empathy index in a Brazilian sample,https://osf.io/eha26/,"Shiramizu, V. M., & Yamamoto, M. E. (2018, May 28). Validation of the Empathy Index in a Brazilian Sample. https://doi.org/10.31234/osf.io/zwu26",10.31234/osf.io/zwu26,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,9-26-2024
VEI_Brazillian_Shiramizu_2018_IRI,vei_brazillian_shiramizu_2018_iri,Interpersonal Reactivity Index in a Brazilian sample,https://osf.io/eha26/,"Shiramizu, V. M., & Yamamoto, M. E. (2018, May 28). Validation of the Empathy Index in a Brazilian Sample. https://doi.org/10.31234/osf.io/zwu26",10.31234/osf.io/zwu26,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,9-26-2024
van Eersel, Janske; Hulshof, Inge; Wickham, Miriam; Smid, Geert; Boelen, Paul, 2024, ""Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent job loss scale"", https://doi.org/10.34894/FDDFTJ, DataverseNL, V1",10.34894/FDDFTJ,CC0 1.0,Public,CC0 1.0,,savira,9-26-2024
van Eersel, Janske; Hulshof, Inge; Wickham, Miriam; Smid, Geert; Boelen, Paul, 2024, ""Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent job loss scale"", https://doi.org/10.34894/FDDFTJ, DataverseNL, V1",10.34894/FDDFTJ,CC0 1.0,Public,CC0 1.0,,savira,9-26-2024
van Eersel, Janske; Hulshof, Inge; Wickham, Miriam; Smid, Geert; Boelen, Paul, 2024, ""Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent job loss scale"", https://doi.org/10.34894/FDDFTJ, DataverseNL, V1",10.34894/FDDFTJ,CC0 1.0,Public,CC0 1.0,,savira,9-26-2024
van Eersel, Janske; Hulshof, Inge; Wickham, Miriam; Smid, Geert; Boelen, Paul, 2024, ""Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent job loss scale"", https://doi.org/10.34894/FDDFTJ, DataverseNL, V1",10.34894/FDDFTJ,CC0 1.0,Public,CC0 1.0,,savira,9-26-2024
van Eersel, Janske; Hulshof, Inge; Wickham, Miriam; Smid, Geert; Boelen, Paul, 2024, ""Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent job loss scale"", https://doi.org/10.34894/FDDFTJ, DataverseNL, V1",10.34894/FDDFTJ,CC0 1.0,Public,CC0 1.0,,savira,9-26-2024
van Eersel, Janske; Hulshof, Inge; Wickham, Miriam; Smid, Geert; Boelen, Paul, 2024, ""Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent job loss scale"", https://doi.org/10.34894/FDDFTJ, DataverseNL, V1",10.34894/FDDFTJ,CC0 1.0,Public,CC0 1.0,,savira,9-26-2024
van Eersel, Janske; Hulshof, Inge; Wickham, Miriam; Smid, Geert; Boelen, Paul, 2024, ""Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent job loss scale"", https://doi.org/10.34894/FDDFTJ, DataverseNL, V1",10.34894/FDDFTJ,CC0 1.0,Public,CC0 1.0,,savira,9-26-2024
van Eersel, Janske; Hulshof, Inge; Wickham, Miriam; Smid, Geert; Boelen, Paul, 2024, ""Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent job loss scale"", https://doi.org/10.34894/FDDFTJ, DataverseNL, V1",10.1186/s40359-024-00851-2,CC0 1.0,Public,CC0 1.0,,savira,9-26-2024
Kurumbur Varadharajan, Vaidhyanatha Balaji, 2019, ""CFC-12 Data used for “Relationship of Academic Procrastination and Consideration of Future Consequences – An Empirical Study among University Students"", https://doi.org/10.7910/DVN/1KDJTZ, Harvard Dataverse, V1, UNF:6:HAttubnAkzfOirP1+LgpMg== [fileUNF]",10.7910/DVN/1KDJTZ,CC0 1.0,Public,CC0 1.0,,savira,9-30-2024
Hakim, Moh Abdul, 2018, ""Measuring the feeling of distant intimacy with political figures across cultures: Development, construct validity, factor replicability, and measurement invariance of parasocial relationship with political figures (PSR-P) scale"", https://doi.org/10.7910/DVN/F3KS7M, Harvard Dataverse, V1",10.7910/DVN/F3KS7M,CC0 1.0,Public,CC0 1.0,,arthur,9-30-2024
Hakim, Moh Abdul, 2018, ""Measuring the feeling of distant intimacy with political figures across cultures: Development, construct validity, factor replicability, and measurement invariance of parasocial relationship with political figures (PSR-P) scale"", https://doi.org/10.7910/DVN/F3KS7M, Harvard Dataverse, V1",10.7910/DVN/F3KS7M,CC0 1.0,Public,CC0 1.0,,arthur,9-30-2024
Hakim, Moh Abdul, 2018, ""Measuring the feeling of distant intimacy with political figures across cultures: Development, construct validity, factor replicability, and measurement invariance of parasocial relationship with political figures (PSR-P) scale"", https://doi.org/10.7910/DVN/F3KS7M, Harvard Dataverse, V1",10.7910/DVN/F3KS7M,CC0 1.0,Public,CC0 1.0,,arthur,9-30-2024
Vegas, M. I., Mateos-Agut, M., Pineda-Otaola, P. J., & Sebastián-Vega, C. (2022). Psychometric properties of the FACES IV package for Spanish adolescents. Psicologia: Reflexão e Crítica, 35, 18.",10.7910/DVN/UA5GTO,CC0 1.0,Public,CC0 1.0,,arthur,9-30-2024
Vegas, M. I., Mateos-Agut, M., Pineda-Otaola, P. J., & Sebastián-Vega, C. (2022). Psychometric properties of the FACES IV package for Spanish adolescents. Psicologia: Reflexão e Crítica, 35, 18.",10.7910/DVN/UA5GTO,CC0 1.0,Public,CC0 1.0,,arthur,9-30-2024
RD_PPCSEDSOF_Afable_2023,rd_ppcsedsof_afable_2023,Center for Epidemiological Studies - Depression (CES-D) Scale in older Filipinos.,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/UT9RVL,"Afable, Sanny Boy; Cruz, Grace Trinidad; Saito, Yasuhiko, 2023, ""Replication Data for: Psychometric Properties of the CES-D Scale in Older Filipinos"", https://doi.org/10.7910/DVN/UT9RVL, Harvard Dataverse, V1, UNF:6:Sz8/8a1aaU/q4PPwsdwpdw== [fileUNF]",10.7910/DVN/UT9RVL,CC0 1.0,Public,CC0 1.0,,arthur,10-1-2024
López de Arana Prado, Elena; Sánchez-Cabrero, Roberto; Aramburuzabala, Pilar; Cerrillo, Rosario, 2024, ""Dataset of the initial validation of Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)"", https://doi.org/10.7910/DVN/LUUDQC, Harvard Dataverse, V3, UNF:6:0G58Cn2FWIOPS6cx7++mzg== [fileUNF]",10.3390/educsci14060615,CC0 1.0,Public,CC0 1.0,,arthur,10-1-2024
ada_boredom_bieleke2022,ada_boredom_bieleke2022,Dealing with boredom scale,https://osf.io/nbw95/,"Bieleke, M., Ripper, L., Schüler, J., & Wolff, W. (2022). Boredom is the root of all evil—or is it? A psychometric network approach to individual differences in behavioural responses to boredom. Royal Society open science, 9(9), 211998.",10.1098/rsos.211998,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,bd,10-1-2024
beh_boredom_bieleke2022,beh_boredom_bieleke2022,Adaptive and maladaptive behaviors,https://osf.io/nbw95/,"Bieleke, M., Ripper, L., Schüler, J., & Wolff, W. (2022). Boredom is the root of all evil—or is it? A psychometric network approach to individual differences in behavioural responses to boredom. Royal Society open science, 9(9), 211998.",10.1098/rsos.211998,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,bd,10-1-2024
bae_boredom_bieleke2022,bae_boredom_bieleke2022,Boredom avoidance and escape,https://osf.io/nbw95/,"Bieleke, M., Ripper, L., Schüler, J., & Wolff, W. (2022). Boredom is the root of all evil—or is it? A psychometric network approach to individual differences in behavioural responses to boredom. Royal Society open science, 9(9), 211998.",10.1098/rsos.211998,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,bd,10-1-2024
bps_boredom_bieleke2022,bps_boredom_bieleke2022,Boredom proneness scale,https://osf.io/nbw95/,"Bieleke, M., Ripper, L., Schüler, J., & Wolff, W. (2022). Boredom is the root of all evil—or is it? A psychometric network approach to individual differences in behavioural responses to boredom. Royal Society open science, 9(9), 211998.",10.1098/rsos.211998,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,bd,10-1-2024
EWAS_Sanford_2024_Flourish,ewas_sanford_2024_flourish,Flourishing Scale,https://osf.io/4td6k/,"Sanford, K., & Elkins, G. (2024). The Everyday Wellbeing Appraisal Scale: Assessing a type of subjective well-being uniquely associated with health behavior in people with hypertension. Psychological Assessment.",10.1037/pas0001336,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,savira,10-2-2024
EWAS_Sanford_2024,ewas_sanford_2024,Everyday Wellbeing Appraisal Scale,https://osf.io/4td6k/,"Sanford, K., & Elkins, G. (2024). The Everyday Wellbeing Appraisal Scale: Assessing a type of subjective well-being uniquely associated with health behavior in people with hypertension. Psychological Assessment.",10.1037/pas0001336,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,Data modified from original. Cannot be used for any commercial purpose. See license at: https://creativecommons.org/licenses/by-nc-sa/4.0/,savira,10-2-2024
Gilbert, Josh; Kim, James; Miratrix, Luke, 2024, ""Replication Data for: Leveraging Item Parameter Drift to Assess Transfer Effects in Vocabulary Learning"", https://doi.org/10.7910/DVN/ZF1LKZ, Harvard Dataverse, V2, UNF:6:A83pi+tE9hP611HoBh7Pug== [fileUNF]",10.7910/DVN/ZF1LKZ,CC BY-NC-SA 4.0,Public,CC BY-NC-SA 4.0,Data modified from original. Cannot be used for any commercial purpose. See license at: https://creativecommons.org/licenses/by-nc-sa/4.0/,,
kfcovid_fear_Li2020,kfcovid_fear_li2020,Fear of COVID,https://osf.io/m2v3h/,"Li, D. C. Y., & Leung, L. (2020). Psychometric data on knowledge and fear of coronavirus disease 2019 and perceived stress among workers of filipino origin in Hong Kong. Data in brief, 33, 106395.",10.1016/j.dib.2020.106395,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,monica chen,10-3-2024
kfcovid_Li2020,kfcovid_li2020,Knowledge of COVID,https://osf.io/m2v3h/,"Li, D. C. Y., & Leung, L. (2020). Psychometric data on knowledge and fear of coronavirus disease 2019 and perceived stress among workers of filipino origin in Hong Kong. Data in brief, 33, 106395.",10.1016/j.dib.2020.106395,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,monica chen,10-3-2024
kfcovid_pss_Li2020,kfcovid_pss_li2020,Perceived stress scale,https://osf.io/m2v3h/,"Li, D. C. Y., & Leung, L. (2020). Psychometric data on knowledge and fear of coronavirus disease 2019 and perceived stress among workers of filipino origin in Hong Kong. Data in brief, 33, 106395.",10.1016/j.dib.2020.106395,CC-By Attribution 4.0 International ,Public,CC-By Attribution 4.0 International ,,monica chen,10-3-2024
PRCPSFFMQ_Lecuona_2017,prcpsffmq_lecuona_2017,Five Facets Mindfulness Questionnaire,https://osf.io/m64wp/,"Lecuona, O., García-Garzón, E., García-Rubio, C., & Rodríguez-Carvajal, R. (2020). A psychometric review and conceptual replication study of the Five Facets Mindfulness Questionnaire latent structure. Assessment, 27(5), 859-872.",10.1177/1073191119873718,CC0 1.0 Universal ,Public,CC0 1.0 Universal ,,arthur,10-3-2024
NAMPRB_Siwiak_2024_AOT,namprb_siwiak_2024_aot,Actively Open-minded Thinking Scale(AOT),https://osf.io/k2453/,"Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).",10.31234/osf.io/7u98d,,Public,CC BY 4.0,Permission via email,arthur,10-3-2024
NAMPRB_Siwiak_2024_BSR10,namprb_siwiak_2024_bsr10,Bullshit Receptivity Scale–shortened version (BSR_10),https://osf.io/k2453/,"Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).",10.31234/osf.io/7u98d,,Public,CC BY 4.0,Permission via email,arthur,10-3-2024
NAMPRB_Siwiak_2024_DESRPL,namprb_siwiak_2024_desrpl,Dissociative Experiences Scale–Revised (DES-R-PL),https://osf.io/k2453/,"Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).",10.31234/osf.io/7u98d,,Public,CC BY 4.0,Permission via email,arthur,10-3-2024
NAMPRB_Siwiak_2024_GCBS,namprb_siwiak_2024_gcbs,Generic Conspiracist Beliefs Scale(GCBS),https://osf.io/k2453/,"Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).",10.31234/osf.io/7u98d,,Public,CC BY 4.0,Permission via email,arthur,10-3-2024
NAMPRB_Siwiak_2024_KON2066,namprb_siwiak_2024_kon2066,Kon-2066,https://osf.io/k2453/,"Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).",10.31234/osf.io/7u98d,,Public,CC BY 4.0,Permission via email,arthur,10-3-2024
NAMPRB_Siwiak_2024_KOP20,namprb_siwiak_2024_kop20,Kwestionariusz Otwartości Przekonań(KOP20),https://osf.io/k2453/,"Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).",10.31234/osf.io/7u98d,,Public,CC BY 4.0,Permission via email,arthur,10-3-2024
NAMPRB_Siwiak_2024_NEOFFI,namprb_siwiak_2024_neoffi,NEO Five Factor Inventory(NEO-FFI),https://osf.io/k2453/,"Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).",10.31234/osf.io/7u98d,,Public,CC BY 4.0,Permission via email,arthur,10-3-2024
NAMPRB_Siwiak_2024_SSUB,namprb_siwiak_2024_ssub,Survey of Scientifically Unaccepted Beliefs(SSUB),https://osf.io/k2453/,"Siwiak, A., Buczel, K. A., Rabińska, W., & Szpitalak, M. (2024). New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs (SSUB).",10.31234/osf.io/7u98d,,Public,CC BY 4.0,Permission via email,arthur,10-3-2024
",10.7910/DVN/KWTMWT,CC0 1.0,Public,CC0 1.0,,savira,10-7-2024
SV-MAIA2_Randelovic_2021_DASS,sv-maia2_randelovic_2021_dass,Depression Anxiety Stress Scales-21 (DASS-21),https://osf.io/em3wf/,"Ranđelović, M., Jokic, B., & Purić, D. (2023). Are dimensions of interoceptive awareness the same for everyone? Serbian validation of MAIA-2 in samples with differing mind-body practice experience. https://osf.io/preprints/psyarxiv/8fdma",10.31234/osf.io/8fdma,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,10-3-2024
SV-MAIA2_Randelovic_2021_hexaco60,sv-maia2_randelovic_2021_hexaco60,Hexaco 60 item personality inventory,https://osf.io/em3wf/,"Ranđelović, M., Jokic, B., & Purić, D. (2023). Are dimensions of interoceptive awareness the same for everyone? Serbian validation of MAIA-2 in samples with differing mind-body practice experience. https://osf.io/preprints/psyarxiv/8fdma",10.31234/osf.io/8fdma,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,10-3-2024
SV-MAIA2_Randelovic_2021_delta,sv-maia2_randelovic_2021_delta,DELTA 9 disintegration scale,https://osf.io/em3wf/,"Ranđelović, M., Jokic, B., & Purić, D. (2023). Are dimensions of interoceptive awareness the same for everyone? Serbian validation of MAIA-2 in samples with differing mind-body practice experience. https://osf.io/preprints/psyarxiv/8fdma",10.31234/osf.io/8fdma,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,10-3-2024
SV-MAIA2_Randelovic_2021_MAAS,sv-maia2_randelovic_2021_maas,Mindful Attention Awareness Scale,https://osf.io/em3wf/,"Ranđelović, M., Jokic, B., & Purić, D. (2023). Are dimensions of interoceptive awareness the same for everyone? Serbian validation of MAIA-2 in samples with differing mind-body practice experience. https://osf.io/preprints/psyarxiv/8fdma",10.31234/osf.io/8fdma,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,10-3-2024
SV-MAIA2_Randelovic_2021_ERQ,sv-maia2_randelovic_2021_erq,Emotion Regulation Questionnaire,https://osf.io/em3wf/,"Ranđelović, M., Jokic, B., & Purić, D. (2023). Are dimensions of interoceptive awareness the same for everyone? Serbian validation of MAIA-2 in samples with differing mind-body practice experience. https://osf.io/preprints/psyarxiv/8fdma",10.31234/osf.io/8fdma,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,10-3-2024
SV-MAIA2_Randelovic_2021_MAIA,sv-maia2_randelovic_2021_maia,interoceptive awareness,https://osf.io/em3wf/,"Ranđelović, M., Jokic, B., & Purić, D. (2023). Are dimensions of interoceptive awareness the same for everyone? Serbian validation of MAIA-2 in samples with differing mind-body practice experience. https://osf.io/preprints/psyarxiv/8fdma",10.31234/osf.io/8fdma,CC-By Attribution 4.0 International,Public,CC-By Attribution 4.0 International,,arthur,10-3-2024
